Taxonomy,Year,Date,Start,End,Location,Site,Habitat,Transect,Swath,Family.x,Count,Total_Length,Length_Anomaly,Biomass,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver,Family.y,Trophic.group,Functional.group
Zebrasoma scopas,2009,8/3/09,19:45,20:35,LTER 2 Fringing Reef Fish Transect 1 Swath 5 m,2,FR,1,5,Acanthuridae,1,35,0,1.24,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/27/12,21:30,22:25,LTER 4 Backreef Fish Transect 1 Swath 5 m,4,BA,1,5,Acanthuridae,2,150,0,192.7,Primary Consumer,Herbivore/Detritivore,15,1,0,0,27.9,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,2,90,0,41.78,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/1/09,21:40,22:30,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,1,30,0,0.78,Primary Consumer,Herbivore/Detritivore,40,1,0,0.5,28.5,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/25/08,20:50,21:30,LTER 6 Backreef Fish Transect 3 Swath 5 m,6,BA,3,5,Acanthuridae,1,40,0,1.84,Primary Consumer,Herbivore/Detritivore,25,1,0,0,24,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/29/12,19:10,20:20,LTER 4 Forereef Fish Transect 1 Swath 5 m,4,FO,1,5,Acanthuridae,2,140,0,156.8,Primary Consumer,Herbivore/Detritivore,15,2,1,1,47.2,0.5,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/24/08,19:10,20:30,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,1,50,0,3.6,Primary Consumer,Herbivore/Detritivore,25,2,1,2,35,1,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,7/31/11,12:00,12:45,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,1,40,0,1.84,Primary Consumer,Herbivore/Detritivore,12,2,1,0,27.1,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2010,8/3/10,18:55,19:45,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,6,20,0,1.39,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,8/1/12,22:45,23:40,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,10,120,0,494.2,Primary Consumer,Herbivore/Detritivore,25,0,0,0,21.7,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/21/08,20:30,21:15,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,3,150,0,289.1,Primary Consumer,Herbivore/Detritivore,10,1,0,0,16,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,8/1/12,22:45,23:40,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,2,140,0,156.8,Primary Consumer,Herbivore/Detritivore,25,0,0,0,21.7,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2010,8/3/10,21:50,22:50,LTER 1 Backreef Fish Transect 3 Swath 5 m,1,BA,3,5,Acanthuridae,1,100,0,28.6,Primary Consumer,Herbivore/Detritivore,20,1,0,0,29,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,8/1/11,9:50,10:35,LTER 6 Fringing Reef Fish Transect 2 Swath 5 m,6,FR,2,5,Acanthuridae,1,60,0,6.21,Primary Consumer,Herbivore/Detritivore,10,0,0,0,6.9,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,7/31/11,9:40,10:25,LTER 4 Fringing Reef Fish Transect 1 Swath 5 m,4,FR,1,5,Acanthuridae,2,140,0,156.8,Primary Consumer,Herbivore/Detritivore,10,1,0,0,30.2,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/21/08,24:25:00,1:15,LTER 1 Fringing Reef Fish Transect 3 Swath 5 m,1,FR,3,5,Acanthuridae,3,60,0,18.62,Primary Consumer,Herbivore/Detritivore,25,2,0,0,13,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/13/06,19:40,21:05,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,1,110,0,38.1,Primary Consumer,Herbivore/Detritivore,40,1,0,1,32,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,7/31/11,9:40,10:25,LTER 4 Fringing Reef Fish Transect 1 Swath 5 m,4,FR,1,5,Acanthuridae,7,120,0,345.9,Primary Consumer,Herbivore/Detritivore,10,1,0,0,30.2,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/21/08,24:25:00,1:15,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,5,110,0,190.4,Primary Consumer,Herbivore/Detritivore,25,2,0,0,13,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2010,8/3/10,20:20,21:15,LTER 2 Backreef Fish Transect 1 Swath 5 m,2,BA,1,5,Acanthuridae,5,140,0,391.9,Primary Consumer,Herbivore/Detritivore,25,1,0,0,14,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/4/09,19:15,20:45,LTER 2 Forereef Fish Transect 2 Swath 5 m,2,FO,2,5,Acanthuridae,9,90,0,188.01,Primary Consumer,Herbivore/Detritivore,80,1,0,1,38,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/16/07,19:30,20:10,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,1,160,0,116.9,Primary Consumer,Herbivore/Detritivore,95,3,2,0,9,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/12/06,24:10:00,1:00,LTER 5 Fringing Reef Fish Transect 3 Swath 5 m,5,FR,3,5,Acanthuridae,2,40,0,3.69,Primary Consumer,Herbivore/Detritivore,99,0,0,1,12,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/12/06,24:10:00,1:00,LTER 5 Fringing Reef Fish Transect 3 Swath 5 m,5,FR,3,5,Acanthuridae,1,60,0,6.21,Primary Consumer,Herbivore/Detritivore,99,0,0,1,12,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/12/06,24:10:00,1:00,LTER 5 Fringing Reef Fish Transect 3 Swath 5 m,5,FR,3,5,Acanthuridae,1,100,0,28.6,Primary Consumer,Herbivore/Detritivore,99,0,0,1,12,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/29/12,21:10,22:15,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,4,140,0,313.6,Primary Consumer,Herbivore/Detritivore,15,2,1,1,51,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/17/07,24:10:00,24:50:00,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,5,50,0,17.98,Primary Consumer,Herbivore/Detritivore,95,1,0,0,13,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/12/07,21:45,22:25,LTER 6 Fringing Reef Fish Transect 3 Swath 5 m,6,FR,3,5,Acanthuridae,1,120,0,49.4,Primary Consumer,Herbivore/Detritivore,80,1,1,0,13,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/16/07,20:40,21:35,LTER 1 Backreef Fish Transect 3 Swath 5 m,1,BA,3,5,Acanthuridae,1,140,0,78.4,Primary Consumer,Herbivore/Detritivore,65,3,2,0,26,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/21/08,24:25:00,1:15,LTER 1 Fringing Reef Fish Transect 2 Swath 5 m,1,FR,2,5,Acanthuridae,1,40,0,1.84,Primary Consumer,Herbivore/Detritivore,25,2,0,0,13,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,7/31/11,12:55,13:35,LTER 3 Backreef Fish Transect 3 Swath 5 m,3,BA,3,5,Acanthuridae,3,120,0,148.3,Primary Consumer,Herbivore/Detritivore,20,2,0,0,23.8,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,7/31/11,12:55,13:35,LTER 3 Backreef Fish Transect 3 Swath 5 m,3,BA,3,5,Acanthuridae,4,140,0,313.6,Primary Consumer,Herbivore/Detritivore,20,2,0,0,23.8,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/17/07,24:10:00,24:50:00,LTER 2 Fringing Reef Fish Transect 3 Swath 5 m,2,FR,3,5,Acanthuridae,2,90,0,41.78,Primary Consumer,Herbivore/Detritivore,95,1,0,0,13,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/22/08,22:55,23:25,LTER 3 Fringing Reef Fish Transect 2 Swath 5 m,3,FR,2,5,Acanthuridae,1,50,0,3.6,Primary Consumer,Herbivore/Detritivore,15,1,0,0,31,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/29/12,19:10,20:20,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,2,110,0,76.2,Primary Consumer,Herbivore/Detritivore,15,2,1,1,47.2,0.5,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/13/06,21:40,23:25,LTER 3 Forereef Fish Transect 3 Swath 5 m,3,FO,3,5,Acanthuridae,1,70,0,9.85,Primary Consumer,Herbivore/Detritivore,40,1,0,1,34,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/16/07,20:40,21:35,LTER 1 Backreef Fish Transect 2 Swath 5 m,1,BA,2,5,Acanthuridae,2,150,0,192.7,Primary Consumer,Herbivore/Detritivore,65,3,2,0,26,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/28/12,0:05,0:50,LTER 3 Fringing Reef Fish Transect 3 Swath 5 m,3,FR,3,5,Acanthuridae,1,80,0,14.68,Primary Consumer,Herbivore/Detritivore,5,1,0,0,30.5,0,JN,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,8/1/12,22:45,23:40,LTER 1 Fringing Reef Fish Transect 2 Swath 5 m,1,FR,2,5,Acanthuridae,15,70,0,147.69,Primary Consumer,Herbivore/Detritivore,25,0,0,0,21.7,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2010,8/6/10,21:00,22:05,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,4,140,0,313.6,Primary Consumer,Herbivore/Detritivore,5,1,0,0,28,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2010,8/1/10,19:30,20:25,LTER 4 Fringing Reef Fish Transect 4 Swath 5 m,4,FR,4,5,Acanthuridae,1,70,0,9.85,Primary Consumer,Herbivore/Detritivore,1,4,2,1,23,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/22/08,22:55,23:25,LTER 3 Fringing Reef Fish Transect 2 Swath 5 m,3,FR,2,5,Acanthuridae,9,130,0,565.2,Primary Consumer,Herbivore/Detritivore,15,1,0,0,31,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/22/08,19:55,20:35,LTER 4 Fringing Reef Fish Transect 4 Swath 5 m,4,FR,4,5,Acanthuridae,5,70,0,49.23,Primary Consumer,Herbivore/Detritivore,40,1,0,0,28,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/1/09,21:40,22:30,LTER 3 Fringing Reef Fish Transect 2 Swath 5 m,3,FR,2,5,Acanthuridae,1,50,0,3.6,Primary Consumer,Herbivore/Detritivore,40,1,0,0.5,28.5,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/14/07,21:55,22:55,LTER 3 Forereef Fish Transect 2 Swath 5 m,3,FO,2,5,Acanthuridae,3,130,0,188.4,Primary Consumer,Herbivore/Detritivore,10,1,0,1,49,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/3/09,19:45,20:35,LTER 2 Fringing Reef Fish Transect 1 Swath 5 m,2,FR,1,5,Acanthuridae,2,100,0,57.3,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/4/09,21:30,22:45,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,5,110,0,190.4,Primary Consumer,Herbivore/Detritivore,85,1,0,1,33,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/15/07,21:15,22:45,LTER 1 Forereef Fish Transect 2 Swath 5 m,1,FO,2,5,Acanthuridae,3,130,0,188.4,Primary Consumer,Herbivore/Detritivore,10,1,0,1,23,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/12/07,21:45,22:25,LTER 6 Fringing Reef Fish Transect 2 Swath 5 m,6,FR,2,5,Acanthuridae,1,130,0,62.8,Primary Consumer,Herbivore/Detritivore,80,1,1,0,13,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/21/08,20:30,21:15,LTER 2 Fringing Reef Fish Transect 1 Swath 5 m,2,FR,1,5,Acanthuridae,2,100,0,57.3,Primary Consumer,Herbivore/Detritivore,10,1,0,0,16,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,7/29/11,13:50,14:40,LTER 1 Fringing Reef Fish Transect 2 Swath 5 m,1,FR,2,5,Acanthuridae,13,50,0,46.76,Primary Consumer,Herbivore/Detritivore,70,1,0,0,27.3,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,8/4/11,8:40,9:45,LTER 2 Backreef Fish Transect 1 Swath 5 m,2,BA,1,5,Acanthuridae,5,140,0,391.9,Primary Consumer,Herbivore/Detritivore,75,0,0,0,13.9,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2010,8/2/10,22:15,22:50,LTER 5 Fringing Reef Fish Transect 2 Swath 5 m,5,FR,2,5,Acanthuridae,2,30,0,1.56,Primary Consumer,Herbivore/Detritivore,30,1,0,0,16,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2010,8/3/10,23:00,23:59,LTER 1 Fringing Reef Fish Transect 2 Swath 5 m,1,FR,2,5,Acanthuridae,2,40,0,3.69,Primary Consumer,Herbivore/Detritivore,30,1,0,0,26,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,8/4/11,8:40,9:45,LTER 2 Backreef Fish Transect 1 Swath 5 m,2,BA,1,5,Acanthuridae,9,180,0,1496.8,Primary Consumer,Herbivore/Detritivore,75,0,0,0,13.9,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/21/08,24:25:00,1:15,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,4,70,0,39.39,Primary Consumer,Herbivore/Detritivore,25,2,0,0,13,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/3/09,19:45,20:35,LTER 2 Fringing Reef Fish Transect 4 Swath 5 m,2,FR,4,5,Acanthuridae,1,110,0,38.1,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/17/07,24:10:00,24:50:00,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,2,30,0,1.56,Primary Consumer,Herbivore/Detritivore,95,1,0,0,13,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/31/12,19:50,20:30,LTER 6 Fringing Reef Fish Transect 2 Swath 5 m,6,FR,2,5,Acanthuridae,1,100,0,28.6,Primary Consumer,Herbivore/Detritivore,65,1,0,0,8.6,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/12/06,1:20,2:15,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,3,75,0,36.31,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/21/08,24:25:00,1:15,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,3,90,0,62.67,Primary Consumer,Herbivore/Detritivore,25,2,0,0,13,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/1/09,22:45,23:40,LTER 3 Backreef Fish Transect 2 Swath 5 m,3,BA,2,5,Acanthuridae,1,120,0,49.4,Primary Consumer,Herbivore/Detritivore,40,2,0,0.5,22.9,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/11/06,20:45,21:55,LTER 2 Fringing Reef Fish Transect 1 Swath 5 m,2,FR,1,5,Acanthuridae,1,55,0,4.78,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/28/12,19:10,20:15,LTER 2 Forereef Fish Transect 2 Swath 5 m,2,FO,2,5,Acanthuridae,7,100,0,200.4,Primary Consumer,Herbivore/Detritivore,60,1,1,0.5,46.5,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2011,7/29/11,13:50,14:40,LTER 1 Fringing Reef Fish Transect 1 Swath 5 m,1,FR,1,5,Acanthuridae,12,70,0,118.16,Primary Consumer,Herbivore/Detritivore,70,1,0,0,27.3,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/22/08,22:00,22:30,LTER 3 Backreef Fish Transect 2 Swath 5 m,3,BA,2,5,Acanthuridae,4,130,0,251.2,Primary Consumer,Herbivore/Detritivore,20,1,0,0,29,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/26/08,21:10,22:00,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,6,100,0,171.8,Primary Consumer,Herbivore/Detritivore,15,2,0,1,29,0,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/16/06,19:25,20:15,LTER 4 Fringing Reef Fish Transect 2 Swath 5 m,4,FR,2,5,Acanthuridae,1,60,0,6.21,Primary Consumer,Herbivore/Detritivore,5,1,0,0,34,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/3/09,18:40,19:30,LTER 2 Backreef Fish Transect 2 Swath 5 m,2,BA,2,5,Acanthuridae,2,90,0,41.78,Primary Consumer,Herbivore/Detritivore,65,1,0,0,12.4,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/16/06,21:45,22:20,LTER 3 Backreef Fish Transect 4 Swath 5 m,3,BA,4,5,Acanthuridae,1,80,0,14.68,Primary Consumer,Herbivore/Detritivore,5,2,1,1,30,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/11/06,19:05,20:35,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,1,100,0,28.6,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/28/12,0:05,0:50,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,1,90,0,20.89,Primary Consumer,Herbivore/Detritivore,5,1,0,0,30.5,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,7/28/12,0:05,0:50,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,1,80,0,14.68,Primary Consumer,Herbivore/Detritivore,5,1,0,0,30.5,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2012,8/1/12,22:45,23:40,LTER 1 Fringing Reef Fish Transect 2 Swath 5 m,1,FR,2,5,Acanthuridae,8,60,0,49.66,Primary Consumer,Herbivore/Detritivore,25,0,0,0,21.7,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/3/09,22:00,23:05,LTER 1 Fringing Reef Fish Transect 2 Swath 5 m,1,FR,2,5,Acanthuridae,2,130,0,125.6,Primary Consumer,Herbivore/Detritivore,35,1,0,0,19.2,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/11/06,19:05,20:35,LTER 2 Backreef Fish Transect 3 Swath 5 m,2,BA,3,5,Acanthuridae,1,250,1,444.6,Primary Consumer,Herbivore/Detritivore,60,1,0,0,-1,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/16/07,20:40,21:35,LTER 1 Backreef Fish Transect 3 Swath 5 m,1,BA,3,5,Acanthuridae,1,120,0,49.4,Primary Consumer,Herbivore/Detritivore,65,3,2,0,26,1,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 3 Swath 5 m,4,FO,3,5,Acanthuridae,1,60,0,6.21,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/14/06,21:35,23:25,LTER 1 Forereef Fish Transect 3 Swath 5 m,1,FO,3,5,Acanthuridae,2,170,0,280.3,Primary Consumer,Herbivore/Detritivore,80,1,0,1,42,0,CK,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/12/07,24:50:00,1:30,LTER 3 Fringing Reef Fish Transect 2 Swath 5 m,3,FR,2,5,Acanthuridae,1,30,0,0.78,Primary Consumer,Herbivore/Detritivore,30,3,1,0,18,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/22/08,22:55,23:25,LTER 3 Fringing Reef Fish Transect 2 Swath 5 m,3,FR,2,5,Acanthuridae,2,150,0,192.7,Primary Consumer,Herbivore/Detritivore,15,1,0,0,31,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/12/07,24:50:00,1:30,LTER 3 Fringing Reef Fish Transect 4 Swath 5 m,3,FR,4,5,Acanthuridae,1,90,0,20.89,Primary Consumer,Herbivore/Detritivore,30,3,1,0,18,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/25/08,19:40,20:20,LTER 6 Fringing Reef Fish Transect 1 Swath 5 m,6,FR,1,5,Acanthuridae,1,40,0,1.84,Primary Consumer,Herbivore/Detritivore,15,1,0,0,14,0,GB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2008,7/23/08,19:20,20:30,LTER 4 Forereef Fish Transect 4 Swath 5 m,4,FO,4,5,Acanthuridae,2,90,0,41.78,Primary Consumer,Herbivore/Detritivore,65,2,0,2,35,1,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/15/07,19:15,20:25,LTER 2 Forereef Fish Transect 4 Swath 5 m,2,FO,4,5,Acanthuridae,2,210,0,527.6,Primary Consumer,Herbivore/Detritivore,2,0,0,1,29,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2010,8/3/10,23:00,23:59,LTER 1 Fringing Reef Fish Transect 3 Swath 5 m,1,FR,3,5,Acanthuridae,6,120,0,296.5,Primary Consumer,Herbivore/Detritivore,30,1,0,0,26,0,TA,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2007,7/14/07,19:40,20:45,LTER 4 Forereef Fish Transect 2 Swath 5 m,4,FO,2,5,Acanthuridae,1,60,0,6.21,Primary Consumer,Herbivore/Detritivore,10,1,0,1,51,1,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/3/09,18:40,19:30,LTER 2 Backreef Fish Transect 4 Swath 5 m,2,BA,4,5,Acanthuridae,3,110,0,114.3,Primary Consumer,Herbivore/Detritivore,65,1,0,0,12.4,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2006,7/14/06,19:05,20:55,LTER 2 Forereef Fish Transect 4 Swath 5 m,2,FO,4,5,Acanthuridae,3,110,0,114.3,Primary Consumer,Herbivore/Detritivore,55,0,0,1,45,0,KS,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/3/09,19:45,20:35,LTER 2 Fringing Reef Fish Transect 2 Swath 5 m,2,FR,2,5,Acanthuridae,5,110,0,190.4,Primary Consumer,Herbivore/Detritivore,25,1,0,0,19,0,AB,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/6/09,19:30,20:50,LTER 5 Forereef Fish Transect 3 Swath 5 m,5,FO,3,5,Acanthuridae,2,80,0,29.37,Primary Consumer,Herbivore/Detritivore,1,1,0,1,45,0.7,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
Zebrasoma scopas,2009,8/6/09,21:45,23:00,LTER 6 Forereef Fish Transect 3 Swath 5 m,6,FO,3,5,Acanthuridae,3,60,0,18.62,Primary Consumer,Herbivore/Detritivore,2,1,0,1,42,0.5,YR,Acanthuridae,Herbivore/Detritivore,Grazer/detritivore
